external_id,company,title,location,job_type,graduate_years,published_at,deadline_at,source_url,apply_url,description,industry_tags,skill_tags,enabled
feishu-284c74fba1b2,bilibili,海外产品,中国,校招,2026|2027,,,https://jobs.bilibili.com/campus/positions/29645?token=f672d580-2e82-4ec5-aa6f-b69839c9245b,https://jobs.bilibili.com/campus/positions/29645?token=f672d580-2e82-4ec5-aa6f-b69839c9245b,招聘批次：秋招正式批；个人跟进状态：评测,中厂,产品|国际化,true
feishu-d44c817cd1f3,得物,商家AI产品经理,中国,校招,2026|2027,,,https://poizon.jobs.feishu.cn/578078/position/7671158613353171241/detail?share_token=MzsxNzg2MzI1MjI5ODE4Ozc0Nzc1NTczMTI0NDczODM4MjA7MDsxLzI,https://poizon.jobs.feishu.cn/578078/position/7671158613353171241/detail?share_token=MzsxNzg2MzI1MjI5ODE4Ozc0Nzc1NTczMTI0NDczODM4MjA7MDsxLzI,招聘批次：秋招正式批；个人跟进状态：评测；备注：2次机会,中厂,AI|产品,true
feishu-9ccb407b4279,科大讯飞,课程产品经理,中国,校招,2026|2027,,,https://iflytek.zhiye.com/campus/detail?jobAdId=0d8cc597-20ae-4077-9ea4-aac1318f1f62,https://iflytek.zhiye.com/campus/detail?jobAdId=0d8cc597-20ae-4077-9ea4-aac1318f1f62,招聘批次：秋招正式批；个人跟进状态：评测；备注：正式批可以投两个,中厂,产品,true
feishu-69a299aabb56,bilibili,直播生态治理产品,中国,校招,2026|2027,,,https://jobs.bilibili.com/campus/positions/29753?token=f672d580-2e82-4ec5-aa6f-b69839c9245b,https://jobs.bilibili.com/campus/positions/29753?token=f672d580-2e82-4ec5-aa6f-b69839c9245b,招聘批次：秋招正式批；个人跟进状态：已投递,中厂,产品,true
feishu-d993120f3688,滴滴,AI产品,中国,校招,2026|2027,,,https://campus.didiglobal.com/campus_apply/didiglobal/96064#/job/317b9094-c81e-434f-ae89-7633d117c28d,https://campus.didiglobal.com/campus_apply/didiglobal/96064#/job/317b9094-c81e-434f-ae89-7633d117c28d,招聘批次：秋招正式批；个人跟进状态：已投递；备注：3次,中厂,AI|产品,true
feishu-d909b9cadbbf,网易,AI产品策划,中国,校招,2026|2027,,,https://campus.163.com/app/detail/index?id=4813&projectId=103,https://campus.163.com/app/detail/index?id=4813&projectId=103,招聘批次：秋招正式批；个人跟进状态：已投递；备注：一次只能一个在流程中,中厂,AI|产品,true
feishu-1e94367a5db1,去哪儿,AI产品运营（体验与服务方向）,中国,校招,2026|2027,,,https://hf7l9aiqzx.jobs.feishu.cn/referral/campus/position/7670081156801562916/detail?token=MzsxNzg1OTk2OTU1MjIyOzc0NTcxMDAxNTI3MTUwODM3OTU7MDsx,https://hf7l9aiqzx.jobs.feishu.cn/referral/campus/position/7670081156801562916/detail?token=MzsxNzg1OTk2OTU1MjIyOzc0NTcxMDAxNTI3MTUwODM3OTU7MDsx,招聘批次：秋招正式批；个人跟进状态：已投递,中厂,AI|产品|运营,true
feishu-0a00fb17b97b,传音控股,AI产品,中国,校招,2026|2027,,,https://transsion.zhiye.com/4/detail?jobAdId=54f74172-7cea-4672-92b5-437c40589888,https://transsion.zhiye.com/4/detail?jobAdId=54f74172-7cea-4672-92b5-437c40589888,招聘批次：秋招正式批；个人跟进状态：已投递,中厂,AI|产品,true
feishu-f2f1f52e44b1,小米,AI生态产品,中国,校招,2026|2027,,,https://xiaomi.jobs.f.mioffice.cn/referral/campus/position/7670923173756733737/detail?token=NTsxNzgwNjQ1NTAwMzcyOzcxMjMwMzE3MDU4MDc4MTQ3NjU7NzY0Nzc3Nzg0NzE2ODc4MDU1MDsxLzE,https://xiaomi.jobs.f.mioffice.cn/referral/campus/position/7670923173756733737/detail?token=NTsxNzgwNjQ1NTAwMzcyOzcxMjMwMzE3MDU4MDc4MTQ3NjU7NzY0Nzc3Nzg0NzE2ODc4MDU1MDsxLzE,招聘批次：秋招正式批；个人跟进状态：已投递；备注：共两次机会,中厂,AI|产品,true
feishu-774418c1eb09,度小满,AI产品,中国,校招,2026|2027,,,https://campus.duxiaoman.com/051736/position/7673425819956005162/detail,https://campus.duxiaoman.com/051736/position/7673425819956005162/detail,招聘批次：秋招正式批；个人跟进状态：已投递；备注：共两次机会,中厂,AI|产品,true
feishu-a86020ef712a,科大讯飞,非凡计划-产品方向,中国,校招,2026|2027,,,https://iflytek.zhiye.com/5/detail?jobAdId=6d1b9bbb-6adc-41a7-89f8-fe13073c90e1,https://iflytek.zhiye.com/5/detail?jobAdId=6d1b9bbb-6adc-41a7-89f8-fe13073c90e1,招聘批次：人才计划；个人跟进状态：简历挂,中厂,产品,true
feishu-78421ed89f94,携程,AI产品,中国,校招,2026|2027,,,https://job.ctrip.com/#/campus/job-detail/MJ036636,https://job.ctrip.com/#/campus/job-detail/MJ036636,招聘批次：秋招正式批；个人跟进状态：待投递,中厂,AI|产品,true
feishu-c5afe7a94d8c,合合信息,产运管培生,中国,校招,2026|2027,,,https://intsig.zhiye.com/campus/detail?jobAdId=91b04700-3fdc-4a35-a2ac-0741aa15419e,https://intsig.zhiye.com/campus/detail?jobAdId=91b04700-3fdc-4a35-a2ac-0741aa15419e,招聘批次：秋招正式批,中厂,管培,true
feishu-9b0a27a041b0,合合信息,AI产品,中国,校招,2026|2027,,,https://intsig.zhiye.com/campus/detail?jobAdId=b6756a8c-58c5-40ec-8dee-5896a38409f2,https://intsig.zhiye.com/campus/detail?jobAdId=b6756a8c-58c5-40ec-8dee-5896a38409f2,招聘批次：秋招正式批,中厂,AI|产品,true
feishu-2159da46dce7,网易,产品,中国,校招,2026|2027,,,https://campus.163.com/app/detail/index?id=4791&projectId=103,https://campus.163.com/app/detail/index?id=4791&projectId=103,招聘批次：秋招正式批,中厂,产品,true
feishu-3465c8fb5914,DeepSeek,AI产品运营（体验与服务方向）,中国,校招,2026|2027,,,https://app.mokahr.com/social-recruitment/high-flyer/140576#/job/d6cff61d-f03f-4440-8a69-900cb407af5b,https://app.mokahr.com/social-recruitment/high-flyer/140576#/job/d6cff61d-f03f-4440-8a69-900cb407af5b,招聘批次：秋招正式批；个人跟进状态：已投递,模型厂,AI|产品|运营,true
feishu-c1a0499763ea,Mini Max,AI产品市场营销,中国,校招,2026|2027,,,https://vrfi1sk8a0.jobs.feishu.cn/379481/position/7637046296842504498/detail?share_token=MzsxNzgyODIzMzQ5MjkyOzc0OTgyNjc2Nzk2Mjg3NTcyOTk7MDsxLzI,https://vrfi1sk8a0.jobs.feishu.cn/379481/position/7637046296842504498/detail?share_token=MzsxNzgyODIzMzQ5MjkyOzc0OTgyNjc2Nzk2Mjg3NTcyOTk7MDsxLzI,招聘批次：秋招正式批；个人跟进状态：已投递,模型厂,AI|产品|营销,true
feishu-5c5a7889f3a3,商汤,AI产品,中国,校招,2026|2027,,,https://hr-jobs.sensetime.com/edu/position/7659326668481235242/detail,https://hr-jobs.sensetime.com/edu/position/7659326668481235242/detail,招聘批次：秋招正式批；个人跟进状态：已投递；备注：共五次投递机会,模型厂,AI|产品,true
feishu-893ca723c27e,商汤,AI产品运营,中国,校招,2026|2027,,,https://hr-jobs.sensetime.com/edu/position/7659326521953962290/detail,https://hr-jobs.sensetime.com/edu/position/7659326521953962290/detail,招聘批次：秋招正式批；个人跟进状态：已投递,模型厂,AI|产品|运营,true
feishu-3ccf77b139e7,蔚来,产品经理（营销服）,中国,校招,2026|2027,,,https://nio.jobs.feishu.cn/campus/position/7661853821363112211/detail,https://nio.jobs.feishu.cn/campus/position/7661853821363112211/detail,"招聘批次：秋招提前批；个人跟进状态：一面,二面；备注：可同时投三个",国内企业,产品|营销,true
feishu-a98c58fef014,迅雷,X-PEP产品星计划,中国,校招,2026|2027,,,https://campus.xunlei.com/campus-recruitment/xunlei/26600/#/jobs?zhineng%5B0%5D=208057,https://campus.xunlei.com/campus-recruitment/xunlei/26600/#/jobs?zhineng%5B0%5D=208057,招聘批次：人才计划；个人跟进状态：评测,制造厂,产品,true
feishu-ea845bc83264,TCL,儿童教育产品经理,中国,校招,2026|2027,,,https://wecruit.hotjob.cn/SU64893571bef57c16d356b99e/pb/posDetail.html?postId=6a8ed4ef4315481304d6bf14&postType=campus,https://wecruit.hotjob.cn/SU64893571bef57c16d356b99e/pb/posDetail.html?postId=6a8ed4ef4315481304d6bf14&postType=campus,招聘批次：秋招正式批；个人跟进状态：评测,制造厂,产品,true
feishu-745b478c38d4,岚图汽车,AI产品,中国,校招,2026|2027,,,https://web.predsmp.voyah.com.cn/free.html,https://web.predsmp.voyah.com.cn/free.html,"招聘批次：秋招正式批；个人跟进状态：评测,AI面",制造厂,AI|产品,true
feishu-e9a3f4eb912c,小鹏,管培,中国,校招,2026|2027,,,https://xiaopeng.jobs.feishu.cn/398875/position/7658239791137343794/detail,https://xiaopeng.jobs.feishu.cn/398875/position/7658239791137343794/detail,招聘批次：秋招正式批；个人跟进状态：已投递；备注：共三次机会,国内企业,管培,true
feishu-14af2bd15afa,影石,产品,中国,校招,2026|2027,,,https://arashivision.jobs.feishu.cn/campus/position/7664508546910865706/detail?share_token=MzsxNzg0NzEwNjQ3Mjg2OzczOTQ4MTg4MTM1NDI1NDk3OTk7MDsxLzI,https://arashivision.jobs.feishu.cn/campus/position/7664508546910865706/detail?share_token=MzsxNzg0NzEwNjQ3Mjg2OzczOTQ4MTg4MTM1NDI1NDk3OTk7MDsxLzI,招聘批次：秋招正式批；个人跟进状态：已投递；备注：共三次机会,制造厂,产品,true
feishu-6c589e0c57d1,圆通,管培-产品方向,中国,校招,2026|2027,,,https://mp.weixin.qq.com/s/cPg4WJidXJfaGi51lQbIqA,https://mp.weixin.qq.com/s/cPg4WJidXJfaGi51lQbIqA,招聘批次：秋招正式批；个人跟进状态：已投递,制造厂,产品|管培,true
feishu-a452c30f7da4,智元,产品运营,中国,校招,2026|2027,,,https://agirobot.jobs.feishu.cn/campusrecruitment/position/7662265138188060978/detail,https://agirobot.jobs.feishu.cn/campusrecruitment/position/7662265138188060978/detail,招聘批次：秋招正式批；个人跟进状态：已投递,制造厂,产品|运营,true
feishu-e1b851a73b1b,vivo,AI产品,中国,校招,2026|2027,,,https://hr-campus.vivo.com/campus/detail?jobAdId=9a693b88-2542-481e-b896-0506e96f4191,https://hr-campus.vivo.com/campus/detail?jobAdId=9a693b88-2542-481e-b896-0506e96f4191,招聘批次：秋招正式批；个人跟进状态：已投递,制造厂,AI|产品,true
feishu-23e5a2526b40,韶音科技,产品经理培训生,中国,校招,2026|2027,,,https://app.mokahr.com/campus_apply/aftershokzhr/36940?recommendCode=DSZzfkwd#/job/c49eb47a-2cf0-422e-90d3-fec0d680e211,https://app.mokahr.com/campus_apply/aftershokzhr/36940?recommendCode=DSZzfkwd#/job/c49eb47a-2cf0-422e-90d3-fec0d680e211,招聘批次：秋招正式批；个人跟进状态：已投递,制造厂,产品,true
feishu-d582f88ee2b9,宝时得,管培-产品方向,中国,校招,2026|2027,,,https://positec.hotjob.cn/SU64ae46c02f9d24760adac777/pb/posDetail.html?postId=6a476b989d291a0d3581c98c&postType=campus,https://positec.hotjob.cn/SU64ae46c02f9d24760adac777/pb/posDetail.html?postId=6a476b989d291a0d3581c98c&postType=campus,个人跟进状态：AI面挂,制造厂,产品|管培,true
feishu-faf256729b5b,蔚来,产品经理（APP产品）,中国,校招,2026|2027,,,http://nio.jobs.feishu.cn/campus/position/7661853821363423507/detail,http://nio.jobs.feishu.cn/campus/position/7661853821363423507/detail,招聘批次：秋招提前批；个人跟进状态：简历挂,制造厂,产品,true
feishu-5e33879c3d03,蔚来,AI产品经理（创新产品）,中国,校招,2026|2027,,,https://nio.jobs.feishu.cn/campus/position/7661853864974944531/detail,https://nio.jobs.feishu.cn/campus/position/7661853864974944531/detail,招聘批次：秋招提前批；个人跟进状态：简历挂,制造厂,AI|产品,true
feishu-3f643dcab9fd,元戎启行,产品,中国,校招,2026|2027,,,https://app.mokahr.com/campus-recruitment/deeproute/145894#/job/a11c6084-a843-4327-9dbe-cb6febab1d99/apply,https://app.mokahr.com/campus-recruitment/deeproute/145894#/job/a11c6084-a843-4327-9dbe-cb6febab1d99/apply,招聘批次：秋招正式批；个人跟进状态：简历挂；备注：内推：NTA6VSb,制造厂,产品,true
feishu-95cfb981951e,宇通集团,海外营销管培生(售后方向),中国,校招,2026|2027,,,https://wecruit.hotjob.cn/SU64e7157a1eb80519a8e4efcf/mc/position/campus?acotycoCode=kwivtp&postIdsStr=248403%2C248404%2C248405%2C248406%2C248407%2C248408%2C248409%2C248410%2C235575&recruitType=1&isLimitShowPostScope=1,https://wecruit.hotjob.cn/SU64e7157a1eb80519a8e4efcf/mc/position/campus?acotycoCode=kwivtp&postIdsStr=248403%2C248404%2C248405%2C248406%2C248407%2C248408%2C248409%2C248410%2C235575&recruitType=1&isLimitShowPostScope=1,招聘批次：秋招正式批；个人跟进状态：简历挂；备注：只能投一个岗位,制造厂,管培|国际化|营销,true
feishu-096319b0a41b,韶音科技,产品经理培训生（战略型） 分享,中国,校招,2026|2027,,,https://app.mokahr.com/campus_apply/aftershokzhr/36940?recommendCode=DSZzfkwd#/job/75f94bea-42b6-49d3-b574-623d23442fd5,https://app.mokahr.com/campus_apply/aftershokzhr/36940?recommendCode=DSZzfkwd#/job/75f94bea-42b6-49d3-b574-623d23442fd5,招聘批次：秋招提前批；个人跟进状态：简历挂,制造厂,产品,true
feishu-be8dc653b206,OPPO,AI产品,中国,校招,2026|2027,,,https://careers.oppo.com/university/oppo/campus/post/1839?recruitType=Graduate,https://careers.oppo.com/university/oppo/campus/post/1839?recruitType=Graduate,,制造厂,AI|产品,true
feishu-7403c1cc5d8c,OPPO,互联网产品经理,中国,校招,2026|2027,,,https://careers.oppo.com/university/oppo/campus/post/1860?recruitType=Graduate,https://careers.oppo.com/university/oppo/campus/post/1860?recruitType=Graduate,,制造厂,产品,true
feishu-cc15e4d09285,影石,GTM管培生,中国,校招,2026|2027,,,https://arashivision.jobs.feishu.cn/campus/position/7664525516876597542/detail?share_token=MzsxNzg0NzEwNjQ3Mjg2OzczOTQ4MTg4MTM1NDI1NDk3OTk7MDsxLzI,https://arashivision.jobs.feishu.cn/campus/position/7664525516876597542/detail?share_token=MzsxNzg0NzEwNjQ3Mjg2OzczOTQ4MTg4MTM1NDI1NDk3OTk7MDsxLzI,招聘批次：秋招正式批,制造厂,管培,true
feishu-f9ffea4af050,影石,服务运营管培生,中国,校招,2026|2027,,,https://arashivision.jobs.feishu.cn/campus/position/7664583129202133291/detail?share_token=MzsxNzg0NzEwNjQ3Mjg2OzczOTQ4MTg4MTM1NDI1NDk3OTk7MDsxLzI,https://arashivision.jobs.feishu.cn/campus/position/7664583129202133291/detail?share_token=MzsxNzg0NzEwNjQ3Mjg2OzczOTQ4MTg4MTM1NDI1NDk3OTk7MDsxLzI,招聘批次：秋招正式批,制造厂,运营|管培,true
feishu-5c253029a6e5,影石,服务运营管培生（线下服务运营方向）,中国,校招,2026|2027,,,https://arashivision.jobs.feishu.cn/campus/position/7664584509564668211/detail?share_token=MzsxNzg0NzEwNjQ3Mjg2OzczOTQ4MTg4MTM1NDI1NDk3OTk7MDsxLzI,https://arashivision.jobs.feishu.cn/campus/position/7664584509564668211/detail?share_token=MzsxNzg0NzEwNjQ3Mjg2OzczOTQ4MTg4MTM1NDI1NDk3OTk7MDsxLzI,招聘批次：秋招正式批,制造厂,运营|管培,true
feishu-375a8ddcf8ab,影石,AI知识库运营管培生,中国,校招,2026|2027,,,https://arashivision.jobs.feishu.cn/campus/position/7664585038919764260/detail?share_token=MzsxNzg0NzEwNjQ3Mjg2OzczOTQ4MTg4MTM1NDI1NDk3OTk7MDsxLzI,https://arashivision.jobs.feishu.cn/campus/position/7664585038919764260/detail?share_token=MzsxNzg0NzEwNjQ3Mjg2OzczOTQ4MTg4MTM1NDI1NDk3OTk7MDsxLzI,招聘批次：秋招正式批,制造厂,AI|运营|管培,true
feishu-2cda7f2808a6,影石,AI应用产品管培生,中国,校招,2026|2027,,,https://arashivision.jobs.feishu.cn/campus/position/7664585052421196041/detail?share_token=MzsxNzg0NzEwNjQ3Mjg2OzczOTQ4MTg4MTM1NDI1NDk3OTk7MDsxLzI,https://arashivision.jobs.feishu.cn/campus/position/7664585052421196041/detail?share_token=MzsxNzg0NzEwNjQ3Mjg2OzczOTQ4MTg4MTM1NDI1NDk3OTk7MDsxLzI,招聘批次：秋招正式批,制造厂,AI|产品|管培,true
feishu-d4fc3cad8f28,联想,产品- AI方向,中国,校招,2026|2027,,,https://talent.lenovo.com.cn/position/detail?id=2362,https://talent.lenovo.com.cn/position/detail?id=2362,招聘批次：秋招正式批,制造厂,AI|产品,true
feishu-2211a12f0a57,网易互娱,大模型产品经理,中国,校招,2026|2027,,,https://campus.game.163.com/app/detail/index?id=4711&projectId=102,https://campus.game.163.com/app/detail/index?id=4711&projectId=102,招聘批次：秋招正式批；个人跟进状态：AI笔试；备注：可投递两个，一志愿流程结束流转二志愿,游戏厂,大模型|产品,true
feishu-b6f3afaeabb6,米哈游,AI产品,中国,校招,2026|2027,,,https://jobs.mihoyo.com/?sharePageId=142752&recommendationCode=DZY6B&isRecommendation=true#/campus/position/9078,https://jobs.mihoyo.com/?sharePageId=142752&recommendationCode=DZY6B&isRecommendation=true#/campus/position/9078,招聘批次：秋招正式批；个人跟进状态：已投递；备注：一个志愿,游戏厂,AI|产品,true
feishu-c45b2e40e1c3,莉莉斯,游戏平台PMO,中国,校招,2026|2027,,,https://lilithgames.jobs.feishu.cn/campus/position/7661942493676357930/detail,https://lilithgames.jobs.feishu.cn/campus/position/7661942493676357930/detail,招聘批次：秋招提前批,游戏厂,,true
feishu-6255ff624e0f,作业帮,AI产品,中国,校招,2026|2027,,,https://app.mokahr.com/campus-recruitment/zuoyebang/144908?locale=zh-CN#/job/4ee93d15-c763-41ef-9cdc-abc81a4527f8,https://app.mokahr.com/campus-recruitment/zuoyebang/144908?locale=zh-CN#/job/4ee93d15-c763-41ef-9cdc-abc81a4527f8,招聘批次：秋招正式批；个人跟进状态：评测；备注：共三次机会,教育厂,AI|产品,true
feishu-58056e41c9b3,电信,产品,中国,校招,2026|2027,,,https://job.chinatelecom.com.cn/wt/TELE/web/index#/postinquiry?data=eyJwb3N0TmFtZSI6IiIsInR5cGUiOiIxIiwiZmlsdGVycyI6eyJ3b3JrQ2l0eSI6IiIsInBvc3RUeXBlIjoiW1wiMC8xMjI3LzEzMjgwMlwiLFwiMC8xMjI3LzEzMjgwMCwwLzEyMjcvMTMyODEwXCJdIn0sInJlY3J1aXRQcm9qZWN0IjoiIiwicmVjcnVpdFByb2plY3ROYW1lIjoiIn0%3D,https://job.chinatelecom.com.cn/wt/TELE/web/index#/postinquiry?data=eyJwb3N0TmFtZSI6IiIsInR5cGUiOiIxIiwiZmlsdGVycyI6eyJ3b3JrQ2l0eSI6IiIsInBvc3RUeXBlIjoiW1wiMC8xMjI3LzEzMjgwMlwiLFwiMC8xMjI3LzEzMjgwMCwwLzEyMjcvMTMyODEwXCJdIn0sInJlY3J1aXRQcm9qZWN0IjoiIiwicmVjcnVpdFByb2plY3ROYW1lIjoiIn0%3D,招聘批次：秋招正式批；个人跟进状态：已投递,国企,产品,true
feishu-e7705e503f92,电信,AI产品,中国,校招,2026|2027,,,https://job.chinatelecom.com.cn/wt/TELE/web/index#/postinquiry?data=eyJwb3N0TmFtZSI6IiIsInR5cGUiOiIxIiwiZmlsdGVycyI6eyJ3b3JrQ2l0eSI6IiIsInBvc3RUeXBlIjoiW1wiMC8xMjI3LzEzMjgwMlwiLFwiMC8xMjI3LzEzMjgwMCwwLzEyMjcvMTMyODEwXCJdIn0sInJlY3J1aXRQcm9qZWN0IjoiIiwicmVjcnVpdFByb2plY3ROYW1lIjoiIn0%3D,https://job.chinatelecom.com.cn/wt/TELE/web/index#/postinquiry?data=eyJwb3N0TmFtZSI6IiIsInR5cGUiOiIxIiwiZmlsdGVycyI6eyJ3b3JrQ2l0eSI6IiIsInBvc3RUeXBlIjoiW1wiMC8xMjI3LzEzMjgwMlwiLFwiMC8xMjI3LzEzMjgwMCwwLzEyMjcvMTMyODEwXCJdIn0sInJlY3J1aXRQcm9qZWN0IjoiIiwicmVjcnVpdFByb2plY3ROYW1lIjoiIn0%3D,招聘批次：秋招正式批；个人跟进状态：已投递,国企,AI|产品,true
